Player,College,Year,Pick,Rnd,DrAge,AP1,PB,St,wAV,G,GS,Rk,Age,AV,Height,Wt,X40YD,Vertical,BenchReps,Broad.Jump,X3Cone,Shuttle,CareerLength,SEC,BIG10,BIG12,PAC12,ACC,Pos,Position,Team,From,To,AA,QB,Skill,OL,DL,LB,DB,K
Russ Hochstein,Nebraska,2001,151,5,23,0,0,1,27,149,37,136,23,31,6.3,300,5.4,26.5,16,95,7.85,4.69,11,0,1,0,0,0,C,6,TAM,2002,2012,0,0,0,1,0,0,0,0
Ryan Diem,Northern Illinois,2001,118,4,22,0,0,10,72,157,150,174,21,91,6.7,338,5.13,34,NA,102,7.5,4.46,11,0,0,0,0,0,T,8,IND,2001,2011,0,0,0,1,0,0,0,0
Ryan Pickett,Ohio St.,2001,29,1,21,0,0,13,58,207,185,71,21,81,6.2,309,5.1,NA,NA,NA,NA,NA,14,0,1,0,0,0,DT,9,STL,2001,2014,0,0,0,0,1,0,0,0
Sage Rosenfels,Iowa St.,2001,109,4,23,0,0,0,13,44,12,54,23,14,6.4,228,4.74,34,NA,107,7.07,4.29,9,0,0,1,0,0,QB,1,WAS,2002,2010,0,1,0,0,0,0,0,0
Santana Moss,Miami (FL),2001,16,1,22,0,1,9,72,197,135,84,21,92,5.1,184,4.31,NA,NA,NA,NA,NA,14,0,0,0,0,1,WR,3,NYJ,2001,2014,0,0,1,0,0,0,0,0
Sean Brewer,San Jose St.,2001,66,3,23,0,0,0,0,12,2,199,23,0,6.4,255,4.73,36,14,117,7.37,4.18,2,0,0,0,0,0,TE,4,CIN,2002,2003,0,0,1,0,0,0,0,0
Sedrick Hodge,North Carolina,2001,70,3,22,0,0,3,17,63,43,135,22,18,6.4,244,4.49,32,21,120,NA,4.09,5,0,0,0,0,1,LB,11,NOR,2001,2005,0,0,0,0,0,1,0,0
Shad Meier,Kansas St.,2001,90,3,23,0,0,0,3,53,13,94,22,3,6.5,256,4.85,34,20,113,7.14,4.15,5,0,0,1,0,0,TE,4,TEN,2001,2005,0,0,1,0,0,0,0,0
Shaun Rogers,Texas,2001,61,2,22,0,3,8,57,163,130,55,21,70,6.4,320,5.28,NA,NA,NA,NA,NA,13,0,0,1,0,0,DT,9,DET,2001,2013,0,0,0,0,1,0,0,0
Shaunard Harts,Boise St.,2001,212,7,23,0,0,1,8,51,17,145,22,8,6.1,200,4.56,34.5,12,119,7.14,NA,4,0,0,0,0,0,DB,12,KAN,2001,2004,0,0,0,0,0,0,1,0
Snoop Minnis,Florida St.,2001,77,3,24,0,0,1,5,15,11,92,24,5,6.1,171,4.57,37.5,NA,115,7.06,4.07,2,0,0,0,0,1,WR,3,KAN,2001,2002,0,0,1,0,0,0,0,0
Tay Cody,Florida St.,2001,67,3,23,0,0,1,4,19,11,185,23,4,5.9,181,4.55,NA,11,NA,NA,NA,3,0,0,0,0,1,DB,12,SDG,2001,2003,0,0,0,0,0,0,1,0
Todd Heap,Arizona St.,2001,31,1,21,0,2,8,43,145,131,142,20,53,6.5,252,4.68,NA,NA,NA,NA,NA,12,0,0,0,1,0,TE,4,BAL,2001,2012,0,0,1,0,0,0,0,0
Tommy Polley,Florida St.,2001,42,2,23,0,0,5,30,73,64,68,23,33,6.4,234,4.55,NA,NA,NA,NA,NA,5,0,0,0,0,1,LB,11,STL,2001,2005,0,0,0,0,0,1,0,0
Tony Dixon,Alabama,2001,56,2,22,0,0,0,9,56,15,173,21,9,6.1,213,4.63,37,17,117,7.38,NA,4,1,0,0,0,0,DB,12,DAL,2001,2004,0,0,0,0,0,0,1,0
Tony Stewart,Penn St.,2001,147,5,22,0,0,1,5,115,31,36,21,5,6.5,256,4.96,35.5,NA,109,7.3,4.4,9,0,1,0,0,0,TE,4,PHI,2001,2009,0,0,1,0,0,0,0,0
Torrance Marshall,Oklahoma,2001,72,3,24,0,0,0,7,51,2,102,23,7,6.2,249,4.7,NA,NA,NA,NA,NA,4,0,0,1,0,0,LB,11,GNB,2001,2004,0,0,0,0,0,1,0,0
Travis Henry,Tennessee,2001,58,2,22,0,1,4,41,90,69,139,22,46,5.9,223,4.61,NA,23,NA,NA,NA,7,1,0,0,0,0,RB,2,BUF,2001,2007,0,0,1,0,0,0,0,0
Travis Minor,Florida St.,2001,85,3,22,0,0,0,10,118,4,91,21,11,5.1,197,4.44,32,9,115,NA,NA,8,0,0,0,0,1,RB,2,MIA,2001,2008,0,0,1,0,0,0,0,0
Tupe Peko,Michigan St.,2001,217,7,22,0,0,0,9,27,9,72,22,9,6.4,300,5.36,28,NA,92,8.1,4.56,2,0,1,0,0,0,G,7,NYJ,2003,2004,0,0,0,1,0,0,0,0
Victor Leyva,Arizona St.,2001,135,5,23,0,0,0,1,10,0,106,23,1,6.3,313,5.33,30,37,105,8,4.73,1,0,0,0,1,0,G,7,CIN,2002,2002,0,0,0,1,0,0,0,0
Vinny Sutherland,Purdue,2001,136,5,23,0,0,0,0,18,0,31,22,0,5.9,192,4.48,NA,NA,NA,NA,NA,2,0,1,0,0,0,WR,3,ATL,2001,2002,0,0,1,0,0,0,0,0
Willie Howard,Stanford,2001,57,2,23,0,0,0,1,8,0,132,23,1,6.3,295,4.94,NA,23,NA,NA,NA,1,0,0,0,1,0,DE,10,MIN,2001,2001,0,0,0,0,1,0,0,0
Willie Middlebrooks,Minnesota,2001,24,1,22,0,0,0,4,56,2,93,22,4,6.2,200,4.5,NA,17,NA,NA,NA,5,0,1,0,0,0,DB,12,DEN,2001,2005,0,0,0,0,0,0,1,0
Zeke Moreno,USC,2001,139,5,22,0,0,1,10,61,15,87,22,10,6.2,248,4.76,NA,24,NA,7.1,4.31,5,0,0,0,1,0,LB,11,SDG,2001,2005,0,0,0,0,0,1,0,0
Adrian Peterson,Georgia Southern,2002,199,6,23,0,0,0,11,106,6,66,22,12,5.1,214,4.68,34,14,119,7.59,4.6,8,0,0,0,0,0,RB,2,CHI,2002,2009,0,0,1,0,0,0,0,0
Alan Harper,Fresno St.,2002,121,4,23,0,0,0,1,11,0,137,22,1,6.2,295,5.27,30.5,NA,104,NA,4.64,1,0,0,0,0,0,DT,9,NYJ,2004,2004,0,0,0,0,1,0,0,0
Albert Haynesworth,Tennessee,2002,15,1,21,2,2,7,55,123,92,131,20,63,6.6,320,5.09,NA,NA,NA,NA,NA,10,1,0,0,0,0,DT,9,TEN,2002,2011,0,0,0,0,1,0,0,0
Alex Brown,Florida,2002,104,4,23,0,0,8,59,143,123,198,22,71,6.3,260,4.74,NA,NA,NA,NA,NA,9,1,0,0,0,0,DE,10,CHI,2002,2010,1,0,0,0,1,0,0,0
Andra Davis,Florida,2002,141,5,23,0,0,7,44,143,103,176,23,53,6.1,244,4.77,31.5,20,112,NA,NA,10,1,0,0,0,0,LB,11,CLE,2002,2011,0,0,0,0,0,1,0,0
Andre' Davis,Virginia Tech,2002,47,2,23,0,0,1,25,104,33,177,22,27,6.1,194,4.42,39.5,NA,123,6.77,4.1,8,0,0,0,0,1,WR,3,CLE,2002,2009,0,0,1,0,0,0,0,0
Andre Gurode,Colorado,2002,37,2,24,0,5,8,65,161,131,140,24,78,6.4,316,5.34,30.5,NA,100,8.15,5.05,12,0,0,0,1,0,G,7,DAL,2002,2013,1,0,0,1,0,0,0,0
Andre Lott,Tennessee,2002,159,5,23,0,0,0,4,32,3,98,22,4,5.1,194,4.48,36.5,15,119,7.1,4.01,5,1,0,0,0,0,DB,12,WAS,2002,2006,0,0,0,0,0,0,1,0
Anthony Weaver,Notre Dame,2002,52,2,22,0,0,6,41,103,98,14,21,47,6.3,296,4.95,32.5,24,109,7.37,4.31,7,0,0,0,0,0,DE,10,BAL,2002,2008,0,0,0,0,1,0,0,0
Anton Palepoi,UNLV,2002,60,2,24,0,0,0,4,35,1,69,24,4,6.3,279,4.81,33.5,24,114,7.46,4.27,4,0,0,0,0,0,DE,10,SEA,2002,2005,0,0,0,0,1,0,0,0
Antonio Bryant,Pittsburgh,2002,63,2,21,0,0,6,38,106,82,196,20,43,6.1,188,4.57,37,NA,121,NA,NA,8,0,0,0,0,1,WR,3,DAL,2002,2009,0,0,1,0,0,0,0,0
Antwaan Randle El,Indiana,2002,62,2,23,0,0,4,43,143,71,58,22,51,5.1,191,4.49,NA,NA,NA,NA,NA,9,0,1,0,0,0,WR,3,PIT,2002,2010,0,0,1,0,0,0,0,0
Ashley Lelie,Hawaii,2002,19,1,22,0,0,4,35,107,59,101,22,39,6.3,197,4.49,NA,NA,NA,NA,NA,7,0,0,0,0,0,WR,3,DEN,2002,2008,0,0,1,0,0,0,0,0
Ben Leber,Kansas St.,2002,71,3,23,0,0,8,46,143,113,102,23,56,6.3,244,4.62,32.5,20,114,6.75,4.25,10,0,0,1,0,0,LB,11,SDG,2002,2011,0,0,0,0,0,1,0,0
Ben Taylor,Virginia Tech,2002,111,4,24,0,0,2,14,49,26,28,23,14,6.2,236,4.83,35.5,19,120,6.56,4.09,5,0,0,0,0,1,LB,11,CLE,2002,2006,0,0,0,0,0,1,0,0
Bobby Gray,Louisiana Tech,2002,140,5,24,0,0,1,6,29,13,143,23,6,6.1,209,4.66,NA,24,112,NA,NA,3,0,0,0,0,0,DB,12,CHI,2002,2004,0,0,0,0,0,0,1,0
Brett Keisel,BYU,2002,242,7,23,0,1,8,58,156,114,106,23,71,6.5,279,4.89,33.5,26,107,7.28,4.51,13,0,0,0,0,0,DE,10,PIT,2002,2014,0,0,0,0,1,0,0,0
Brian Westbrook,Villanova,2002,91,3,23,1,2,7,69,121,90,10,22,80,5.8,200,4.57,37,26,118,7.09,NA,9,0,0,0,0,0,RB,2,PHI,2002,2010,0,0,1,0,0,0,0,0
Bryan Thomas,Ala-Birmingham,2002,22,1,23,0,0,7,49,157,104,26,22,59,6.4,266,4.47,34.5,33,NA,NA,NA,11,0,0,0,0,0,DE,10,NYJ,2002,2012,0,0,0,0,1,0,0,0
Bryant McKinnie,Miami (FL),2002,7,1,22,0,1,11,64,179,162,87,22,81,6.8,343,5.13,NA,NA,NA,NA,NA,12,0,0,0,0,1,T,8,MIN,2002,2013,1,0,0,1,0,0,0,0
Carlos Hall,Arkansas,2002,240,7,23,0,0,2,17,59,33,139,23,18,6.4,259,4.67,40,20,129,6.97,4.19,4,1,0,0,0,0,DE,10,TEN,2002,2005,0,0,0,0,1,0,0,0
Charles Grant,Georgia,2002,25,1,24,0,0,7,46,118,106,144,23,54,6.3,282,4.69,31,24,118,7.69,4.39,8,1,0,0,0,0,DE,10,NOR,2002,2009,0,0,0,0,1,0,0,0
Charles Hill,Maryland,2002,83,3,21,0,0,0,1,16,0,123,21,1,6.2,293,5.06,33.5,23,113,7.37,4.36,1,0,1,0,0,0,DT,9,HOU,2002,2002,0,0,0,0,1,0,0,0
Chester Pitts,San Diego St.,2002,50,2,23,0,0,7,43,121,119,63,22,50,6.4,320,5.22,30,NA,106,7.84,4.81,9,0,0,0,0,0,T,8,HOU,2002,2010,0,0,0,1,0,0,0,0
Chris Cash,USC,2002,175,6,22,0,0,1,7,30,17,185,21,7,5.1,177,4.5,NA,NA,NA,NA,NA,4,0,0,0,1,0,DB,12,DET,2002,2005,0,0,0,0,0,0,1,0
Chris Hope,Florida St.,2002,94,3,21,0,1,7,46,163,113,120,21,55,6.1,210,4.58,NA,28,113,NA,NA,11,0,0,0,0,1,DB,12,PIT,2002,2012,0,0,0,0,0,0,1,0
Chris Luzar,Virginia,2002,118,4,23,0,0,0,0,23,1,96,23,0,6.7,270,4.76,32.5,22,115,6.84,4.17,2,0,0,0,0,1,TE,4,JAX,2002,2003,0,0,1,0,0,0,0,0
Chris Young,Georgia Tech,2002,228,7,22,0,0,0,2,21,0,2,22,2,6.1,210,4.63,38.5,23,121,NA,NA,2,0,0,0,0,1,DB,12,DEN,2003,2004,0,0,0,0,0,0,1,0
Cliff Russell,Utah,2002,87,3,23,0,0,0,0,23,1,48,23,0,5.11,185,4.36,NA,NA,NA,NA,NA,6,0,0,0,1,0,WR,3,WAS,2003,2008,0,0,1,0,0,0,0,0
Clinton Portis,Miami (FL),2002,51,2,21,0,2,7,72,113,108,61,20,83,5.11,204,4.42,NA,NA,NA,NA,NA,9,0,0,0,0,1,RB,2,DEN,2002,2010,0,0,1,0,0,0,0,0
Courtland Bullard,Ohio St.,2002,167,5,24,0,0,0,2,20,1,193,23,2,6.3,234,4.69,36.5,NA,123,6.99,4.28,2,0,1,0,0,0,LB,11,STL,2002,2003,0,0,0,0,0,1,0,0
Coy Wire,Stanford,2002,97,3,23,0,0,1,22,127,26,4,23,25,6.1,209,4.56,38.5,28,120,6.62,3.87,9,0,0,0,1,0,DB,12,BUF,2002,2010,0,0,0,0,0,0,1,0
Daniel Graham,Colorado,2002,21,1,23,0,0,7,19,148,117,145,23,22,6.3,248,4.64,36,NA,118,NA,NA,11,0,0,0,1,0,TE,4,NWE,2002,2012,1,0,1,0,0,0,0,0
Dante Wesley,Ark-Pine Bluff,2002,100,4,23,0,0,0,10,107,2,11,22,11,6.1,211,4.43,35,15,116,7.25,4.22,9,0,0,0,0,0,DB,12,CAR,2002,2010,0,0,0,0,0,0,1,0
Daryl Jones,Miami (FL),2002,226,7,23,0,0,0,1,15,6,110,23,1,5.9,180,4.35,NA,NA,NA,NA,NA,3,0,0,0,0,1,WR,3,NYG,2002,2004,0,0,1,0,0,0,0,0
Dave Zastudil,Ohio,2002,112,4,23,0,0,0,18,162,0,1,23,22,6.3,222,5.26,NA,NA,NA,NA,NA,13,0,0,0,0,0,K,13,BAL,2002,2014,0,0,0,0,0,0,0,1
David Carr,Fresno St.,2002,1,1,23,0,0,5,45,94,79,188,22,49,6.3,223,4.67,35,NA,108,7.05,4.28,11,0,0,0,0,0,QB,1,HOU,2002,2012,0,1,0,0,0,0,0,0
David Garrard,East Carolina,2002,108,4,24,0,1,5,62,86,76,150,24,70,6.2,235,4.82,33.5,NA,111,7.35,4.26,9,0,0,0,0,0,QB,1,JAX,2002,2010,0,1,0,0,0,0,0,0
David Thornton,North Carolina,2002,106,4,23,0,0,7,42,121,102,22,23,48,6.2,236,4.62,35.5,26,117,6.93,4.09,8,0,0,0,0,1,LB,11,IND,2002,2009,0,0,0,0,0,1,0,0
Demarcus Faggins,Kansas St.,2002,173,6,23,0,0,3,14,84,36,163,22,16,5.1,178,4.57,36.5,3,121,6.64,3.92,8,0,0,1,0,0,DB,12,HOU,2002,2009,0,0,0,0,0,0,1,0
Derek Ross,Ohio St.,2002,75,3,22,0,0,1,6,33,9,51,22,6,5.11,197,4.56,NA,17,118,NA,NA,3,0,1,0,0,0,DB,12,DAL,2002,2004,0,0,0,0,0,0,1,0
DeShaun Foster,UCLA,2002,34,2,22,0,0,3,32,79,42,156,22,35,6.1,222,4.57,35.5,20,119,6.82,4.16,6,0,0,0,1,0,RB,2,CAR,2003,2008,0,0,1,0,0,0,0,0
Donte' Stallworth,Tennessee,2002,13,1,21,0,0,4,39,115,60,34,21,45,6.1,197,4.22,NA,NA,NA,NA,NA,11,1,0,0,0,0,WR,3,NOR,2002,2012,0,0,1,0,0,0,0,0
Dorsett Davis,Mississippi St.,2002,96,3,23,0,0,0,1,14,0,175,23,1,6.5,304,5,31,30,109,7.83,4.67,1,1,0,0,0,0,DE,10,DEN,2003,2003,0,0,0,0,1,0,0,0
Doug Jolley,BYU,2002,55,2,23,0,0,2,11,74,32,111,23,12,6.4,251,4.6,38,18,117,6.9,4.18,5,0,0,0,0,0,TE,4,OAK,2002,2006,0,0,1,0,0,0,0,0
Dwight Freeney,Syracuse,2002,11,1,22,3,7,11,81,218,157,154,22,105,6.1,266,4.48,NA,28,NA,NA,NA,16,0,0,0,0,1,DE,10,IND,2002,2017,1,0,0,0,1,0,0,0
Eddie Freeman,Ala-Birmingham,2002,43,2,24,0,0,0,1,20,0,153,24,1,6.5,310,4.91,34.5,32,111,7.85,4.81,2,0,0,0,0,0,DE,10,KAN,2002,2003,0,0,0,0,1,0,0,0
Eric Heitmann,Stanford,2002,239,7,22,0,0,7,40,119,114,128,22,47,6.4,305,5.22,28,33,103,7.56,4.6,8,0,0,0,1,0,G,7,SFO,2002,2009,0,0,0,1,0,0,0,0
Fred Weary,Tennessee,2002,66,3,24,0,0,3,18,63,43,15,24,19,6.4,308,5.37,32,34,104,7.68,4.63,6,1,0,0,0,0,G,7,HOU,2002,2007,0,0,0,1,0,0,0,0
Greg Scott,Hampton,2002,234,7,22,0,0,0,0,4,0,44,22,0,6.4,268,4.9,32.5,26,110,7.5,4.61,3,0,0,0,0,0,DE,10,WAS,2002,2004,0,0,0,0,1,0,0,0
Herb Haygood,Michigan St.,2002,144,5,24,0,0,0,0,4,0,132,24,0,5.11,193,4.45,33,NA,114,6.65,4.26,1,0,1,0,0,0,WR,3,DEN,2002,2002,0,0,1,0,0,0,0,0
J.T. O'Sullivan,UC Davis,2002,186,6,23,0,0,0,6,17,8,72,22,6,6.2,223,4.88,29,NA,107,7.46,4.28,6,0,0,0,0,0,QB,1,NOR,2004,2009,0,1,0,0,0,0,0,0
Jabar Gaffney,Florida,2002,33,2,21,0,0,6,42,158,103,151,21,52,6.1,193,4.56,NA,NA,NA,6.87,4.06,11,1,0,0,0,0,WR,3,HOU,2002,2012,1,0,1,0,0,0,0,0
Jake Schifino,Akron,2002,151,5,22,0,0,0,0,14,0,47,22,0,6.1,200,4.49,NA,NA,NA,NA,NA,2,0,0,0,0,0,WR,3,TEN,2003,2004,0,0,1,0,0,0,0,0
Jamar Martin,Ohio St.,2002,129,4,22,0,0,0,0,25,2,93,21,0,5.11,245,4.89,32,23,108,7.53,4.34,4,0,1,0,0,0,FB,5,DAL,2003,2006,0,0,0,0,0,0,0,0
Jarvis Green,LSU,2002,126,4,23,0,0,2,28,121,46,142,23,33,6.3,272,4.87,31,NA,109,7.52,4.25,8,1,0,0,0,0,DE,10,NWE,2002,2009,0,0,0,0,1,0,0,0
Jason McAddley,Alabama,2002,149,5,23,0,0,1,4,34,11,91,22,4,6.1,203,4.47,36.5,NA,123,6.83,4.09,4,1,0,0,0,0,WR,3,ARI,2002,2005,0,0,1,0,0,0,0,0
Javon Walker,Florida St.,2002,20,1,23,0,1,3,40,83,46,18,23,43,6.3,210,4.38,39.5,NA,128,6.86,4.05,8,0,0,0,0,1,WR,3,GNB,2002,2009,0,0,1,0,0,0,0,0
Jeff Chandler,Florida,2002,102,4,23,0,0,0,1,13,0,184,22,1,6.2,218,5,NA,NA,NA,NA,NA,3,1,0,0,0,0,K,13,SFO,2002,2004,0,0,0,0,0,0,0,1
Jeremy Shockey,Miami (FL),2002,14,1,22,1,4,10,48,136,129,41,21,59,6.5,255,4.64,NA,NA,NA,NA,NA,10,0,0,0,0,1,TE,4,NYG,2002,2011,0,0,1,0,0,0,0,0
Jermaine Phillips,Georgia,2002,157,5,23,0,0,6,32,96,74,64,22,36,6.1,214,4.66,31.5,18,115,NA,NA,8,1,0,0,0,0,DB,12,TAM,2002,2009,0,0,0,0,0,0,1,0
Jerramy Stevens,Washington,2002,28,1,22,0,0,2,18,121,41,30,22,20,6.7,265,4.77,NA,NA,NA,NA,NA,9,0,0,0,1,0,TE,4,SEA,2002,2010,0,0,1,0,0,0,0,0
Joey Harrington,Oregon,2002,3,1,23,0,0,6,31,81,76,136,23,34,6.4,215,4.89,32,NA,112,7,4.21,6,0,0,0,1,0,QB,1,DET,2002,2007,0,1,0,0,0,0,0,0
John Henderson,Tennessee,2002,9,1,23,0,2,8,64,146,125,127,23,76,6.7,308,4.87,27.5,24,110,7.71,4.66,10,1,0,0,0,0,DT,9,JAX,2002,2011,1,0,0,0,1,0,0,0
John Owens,Notre Dame,2002,138,5,22,0,0,1,0,76,19,70,22,0,6.3,265,4.77,38.5,21,117,NA,NA,8,0,0,0,0,0,TE,4,DET,2002,2009,0,0,1,0,0,0,0,0
John Stamper,South Carolina,2002,193,6,24,0,0,0,0,4,0,33,23,0,6.4,265,4.98,36.5,24,112,7.35,4.22,1,1,0,0,0,0,DE,10,TAM,2002,2002,0,0,0,0,1,0,0,0
Jon McGraw,Kansas St.,2002,57,2,23,0,0,2,18,122,36,88,22,21,6.3,208,4.5,39.5,13,126,6.51,3.92,10,0,0,1,0,0,DB,12,NYJ,2002,2011,0,0,0,0,0,0,1,0
Jonathan Goodwin,Michigan,2002,154,5,23,0,1,8,59,195,122,147,23,72,6.3,318,5.13,NA,NA,NA,NA,NA,13,0,1,0,0,0,G,7,NYJ,2002,2014,0,0,0,1,0,0,0,0
Jonathan Wells,Ohio St.,2002,99,4,23,0,0,1,11,60,18,12,22,11,6.1,243,4.52,NA,NA,NA,NA,NA,4,0,1,0,0,0,RB,2,HOU,2002,2005,0,0,1,0,0,0,0,0
Josh McCown,Sam Houston St.,2002,81,3,23,0,0,5,40,102,76,89,22,47,6.4,221,4.59,38.5,NA,120,6.85,3.9,18,0,0,0,0,0,QB,1,ARI,2002,2019,0,1,0,0,0,0,0,0
Josh Reed,LSU,2002,36,2,22,0,0,3,27,115,52,55,21,31,5.1,210,4.54,NA,NA,NA,NA,NA,8,1,0,0,0,0,WR,3,BUF,2002,2009,1,0,1,0,0,0,0,0
Josh Scobey,Kansas St.,2002,185,6,22,0,0,0,3,62,0,45,22,3,5.11,218,4.42,40.5,21,124,6.96,3.93,5,0,0,1,0,0,RB,2,ARI,2003,2007,0,0,1,0,0,0,0,0
Julius Peppers,North Carolina,2002,2,1,22,3,9,16,130,266,240,67,22,185,6.6,283,4.74,NA,NA,NA,NA,NA,17,0,0,0,0,1,DE,10,CAR,2002,2018,1,0,0,0,1,0,0,0
Justin Peelle,Oregon,2002,103,4,23,0,0,4,8,151,68,68,22,9,6.4,255,4.75,29,21,110,7.34,4.29,10,0,0,0,1,0,TE,4,SDG,2002,2011,0,0,1,0,0,0,0,0
Kahlil Hill,Iowa,2002,184,6,23,0,0,0,0,1,0,122,22,0,6.2,200,4.65,35,NA,NA,NA,NA,1,0,1,0,0,0,WR,3,ATL,2002,2002,0,0,1,0,0,0,0,0
Kalimba Edwards,South Carolina,2002,35,2,22,0,0,2,20,101,33,167,22,22,6.5,265,4.75,NA,NA,NA,NA,NA,7,1,0,0,0,0,DE,10,DET,2002,2008,0,0,0,0,1,0,0,0
Keith Heinrich,Sam Houston St.,2002,174,6,23,0,0,0,1,22,3,129,22,1,6.5,255,4.77,35,21,120,6.87,4.1,6,0,0,0,0,0,TE,4,CAR,2002,2007,0,0,1,0,0,0,0,0
Kendall Newson,Middle Tenn. St.,2002,222,7,22,0,0,0,1,6,0,76,22,1,6.2,200,4.69,33.5,NA,117,6.87,4.27,1,0,0,0,0,0,WR,3,JAX,2003,2003,0,0,1,0,0,0,0,0
Kendall Simmons,Auburn,2002,30,1,23,0,0,5,35,84,83,40,22,39,6.3,311,5.3,28.5,24,98,7.84,4.71,8,1,0,0,0,0,G,7,PIT,2002,2009,0,0,0,1,0,0,0,0
Kenyon Coleman,UCLA,2002,147,5,23,0,0,5,38,141,81,183,22,44,6.5,284,4.97,NA,32,NA,NA,NA,11,0,0,0,1,0,DE,10,OAK,2002,2012,0,0,0,0,1,0,0,0
Kevin Thomas,UNLV,2002,176,6,24,0,0,0,5,38,3,25,23,5,5.11,180,4.64,35,10,122,NA,NA,3,0,0,0,0,0,DB,12,BUF,2002,2004,0,0,0,0,0,0,1,0
Keyuo Craver,Nebraska,2002,125,4,22,0,0,0,2,22,1,181,21,2,5.11,201,4.62,31,13,123,NA,NA,2,0,1,0,0,0,DB,12,NOR,2002,2003,0,0,0,0,0,0,1,0
Kris Richard,USC,2002,85,3,23,0,0,0,2,39,1,54,23,2,5.11,186,4.47,39.5,10,120,NA,4.15,4,0,0,0,1,0,DB,12,SEA,2002,2005,0,0,0,0,0,0,1,0
Kurt Kittner,Illinois,2002,158,5,22,0,0,0,1,7,4,105,22,1,6.2,221,4.86,27,NA,100,7.34,4.5,1,0,1,0,0,0,QB,1,ATL,2003,2003,0,1,0,0,0,0,0,0
Kyle Johnson,Syracuse,2002,145,5,23,0,0,2,4,45,24,113,23,4,6.1,242,4.74,34,22,119,7.4,4.35,4,0,0,0,0,1,RB,2,CAR,2004,2007,0,0,1,0,0,0,0,0
Lamar Gordon,North Dakota St.,2002,84,3,22,0,0,0,9,41,15,146,22,9,6.1,214,4.55,34,16,119,NA,NA,5,0,0,0,0,0,RB,2,STL,2002,2006,0,0,1,0,0,0,0,0
Lamont Thompson,Washington St.,2002,41,2,24,0,0,3,17,83,45,24,23,18,6.1,220,4.59,33.5,12,120,NA,NA,6,0,0,0,1,0,DB,12,CIN,2002,2007,0,0,0,0,0,0,1,0
Langston Walker,California,2002,53,2,23,0,0,4,31,120,82,17,22,36,6.8,344,5.26,28.5,21,102,8.09,4.95,9,0,0,0,1,0,T,8,OAK,2002,2010,0,0,0,1,0,0,0,0
Larry Foote,Michigan,2002,128,4,22,0,0,8,62,187,134,157,21,77,6.1,231,4.83,30,24,NA,7.18,4.41,13,0,1,0,0,0,LB,11,PIT,2002,2014,0,0,0,0,0,1,0,0
Larry Ned,San Diego St.,2002,197,6,24,0,0,0,0,19,0,77,23,0,5.11,219,4.62,34.5,15,120,7.12,NA,2,0,0,0,0,0,RB,2,OAK,2003,2004,0,0,1,0,0,0,0,0
Larry Tripplett,Washington,2002,42,2,23,0,0,4,27,92,62,20,23,30,6.2,305,4.93,30,NA,102,NA,4.36,6,0,0,0,1,0,DT,9,IND,2002,2007,0,0,0,0,1,0,0,0
LaVar Glover,Cincinnati,2002,212,7,23,0,0,0,0,2,0,148,23,0,5.9,177,4.59,37,11,117,7.18,4.29,1,0,0,0,0,0,DB,12,PIT,2002,2002,0,0,0,0,0,0,1,0
Lee Mays,Texas-El Paso,2002,202,6,23,0,0,0,2,49,1,92,23,2,6.1,190,4.55,32.5,NA,119,7.08,4.17,5,0,0,0,0,0,WR,3,PIT,2002,2006,0,0,1,0,0,0,0,0
Leonard Henry,East Carolina,2002,241,7,24,0,0,0,1,6,2,126,24,1,6.1,206,4.57,35,26,113,7.11,4.29,1,0,0,0,0,0,RB,2,MIA,2004,2004,0,0,1,0,0,0,0,0
Levar Fisher,North Carolina St.,2002,49,2,23,0,0,1,6,23,15,160,22,6,6.1,233,4.67,31,NA,110,7.3,NA,2,0,0,0,0,0,LB,11,ARI,2002,2003,0,0,0,0,0,1,0,0
Levi Jones,Arizona St.,2002,10,1,23,0,0,7,42,103,97,109,22,48,6.5,304,5.21,NA,NA,103,NA,NA,8,0,0,0,1,0,T,8,CIN,2002,2009,0,0,0,1,0,0,0,0
Lito Sheppard,Florida,2002,26,1,21,1,2,7,48,126,79,42,20,54,5.1,194,4.47,37.5,11,120,NA,NA,10,1,0,0,0,0,DB,12,PHI,2002,2011,0,0,0,0,0,0,1,0
Marc Colombo,Boston Col.,2002,29,1,23,0,0,6,42,111,95,182,23,48,6.8,313,5.27,29.5,30,101,7.65,4.6,10,0,0,0,0,0,T,8,CHI,2002,2011,0,0,0,1,0,0,0,0
Marquand Manuel,Florida,2002,181,6,23,0,0,3,22,116,58,94,22,25,6.1,209,4.52,NA,18,NA,NA,NA,8,1,0,0,0,0,DB,12,CIN,2002,2009,0,0,0,0,0,0,1,0
Matt Schobel,TCU,2002,67,3,23,0,0,1,11,99,24,46,23,12,6.5,263,NA,34.5,NA,NA,NA,NA,7,0,0,1,0,0,TE,4,CIN,2002,2008,0,0,1,0,0,0,0,0
Maurice Morris,Oregon,2002,54,2,22,0,0,1,27,145,38,79,22,33,5.11,208,4.53,38.5,23,119,NA,NA,10,0,0,0,1,0,RB,2,SEA,2002,2011,0,0,1,0,0,0,0,0
Mel Mitchell,Western Kentucky,2002,150,5,23,0,0,0,4,54,0,83,23,4,6.1,220,4.55,35,15,128,7,4.15,6,0,0,0,0,0,DB,12,NOR,2002,2007,0,0,0,0,0,0,1,0
